"","rep","site_code","factor","microsite_number","month","day","year","filename","animal.hit","identified_by","class","order","family","genus","species","common_name","scientific_name","timestamp","number_of_objects"
"1783",360478,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG0052.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-27 17:10",1
"1784",360533,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0068.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-29 0:25",1
"1785",360538,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG0864.jpg",1,"Mario Zuliani","Aves","Passeriformes","Alaudidae","Eremophila","alpestris","Horned Lark","Eremophila alpestris","2022-01-29 16:34",1
"1786",361797,"Soda_Lake_Shrub","Shrub",2,"May","4th",2023,"IMAG0190.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-11 13:13",1
"1787",363531,"Cuyama_1","Open",4,"May","12th",2023,"IMAG0432.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 6:24",1
"1788",363533,"Cuyama_1","Open",4,"May","12th",2023,"IMAG1537.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Lepus","californicus","Black-tailed Jackrabbit","Lepus californicus","2022-01-20 9:04",1
"1789",367383,"Soda_Lake_Open","Open",2,"April","30th",2023,"IMAG0714.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-09 10:14",1
"1790",368194,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1255.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-19 0:44",1
"1791",368195,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1308.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-19 15:49",1
"1792",368206,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1580.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 12:48",1
"1793",368241,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG0381.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 8:23",1
"1794",368243,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG0054.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","ingens","Giant Kangaroo Rat","Dipodomys ingens","2022-01-15 10:53",1
"1795",368257,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG0678.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 5:22",1
"1796",368258,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG0689.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 11:47",1
"1797",368264,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG0992.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 5:03",1
"1798",368265,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG0994.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 5:05",1
"1799",368266,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1021.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 12:21",1
"1800",368284,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1597.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-21 6:17",1
"1801",368299,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG1994.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 5:29",1
"1802",368300,"Soda_Lake_Open","Mimic",4,"May","12th",2023,"IMAG0007.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-22 15:15",1
"1803",368302,"Soda_Lake_Open","Mimic",5,"May","12th",2023,"IMAG0647.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 4:33",1
"1804",368303,"Soda_Lake_Shrub","Mimic",1,"April","30th",2023,"IMAG0978.jpg",1,"Mario Zuliani","Aves","Passeriformes","Corvidae","Corvus","corax","Common Raven","Corvus corax","2022-01-05 18:47",1
"1805",368304,"Soda_Lake_Shrub","Mimic",1,"April","30th",2023,"IMAG1264.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Vulpes","macrotis","Kit Fox","Vulpes macrotis","2022-01-06 13:41",1
"1806",368319,"Soda_Lake_Open","Open",3,"May","12th",2023,"IMAG1233.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-21 14:32",1
"1807",368330,"Soda_Lake_Open","Mimic",5,"May","12th",2023,"IMAG0181.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 7:31",1
"1808",368905,"Soda_Lake_Shrub","Open",1,"April","30th",2023,"IMAG0113.jpg",1,"Mario Zuliani","Aves","Passeriformes","Corvidae","Corvus","corax","Common Raven","Corvus corax","2022-01-03 20:04",1
"1809",368927,"Soda_Lake_Shrub","Shrub",2,"April","30th",2023,"IMAG0399.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-08 8:34",1
"1810",372599,"Soda_Lake_Shrub","Open",1,"April","30th",2023,"IMAG1150.jpg",1,"Mario Zuliani","Aves","Passeriformes","Corvidae","Corvus","corax","Common Raven","Corvus corax","2022-01-08 21:57",1
"1811",372600,"Soda_Lake_Shrub","Open",1,"April","30th",2023,"IMAG1301.jpg",1,"Mario Zuliani","Aves","Passeriformes","Corvidae","Corvus","corax","Common Raven","Corvus corax","2022-01-10 0:23",1
"1812",372607,"Soda_Lake_Shrub","Shrub",1,"April","30th",2023,"IMAG0087.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-10 10:52",1
"1813",373537,"Soda_Lake_Shrub","Mimic",2,"May","4th",2023,"IMAG1181.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-13 5:05",1
"1814",373553,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0009.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Lepus","californicus","Black-tailed Jackrabbit","Lepus californicus","2022-01-15 3:53",1
"1815",373554,"Soda_Lake_Shrub","Mimic",4,"May","12th",2023,"IMAG0051.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 5:10",1
"1816",373560,"Soda_Lake_Shrub","Open",7,"May","12th",2023,"IMAG0210.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 7:13",1
"1817",373561,"Soda_Lake_Shrub","Open",7,"May","12th",2023,"IMAG0213.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 8:20",1
"1818",373566,"Soda_Lake_Shrub","Mimic",3,"May","12th",2023,"IMAG0184.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-16 3:18",1
"1819",373569,"Soda_Lake_Shrub","Shrub",2,"May","12th",2023,"IMAG0123.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-17 4:40",1
"1820",373574,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0243.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 5:16",1
"1821",373575,"Soda_Lake_Shrub","Shrub",1,"May","12th",2023,"IMAG0898.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 10:02",1
"1822",373576,"Soda_Lake_Shrub","Shrub",2,"May","12th",2023,"IMAG0236.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 10:30",1
"1823",373583,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0364.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 7:19",1
"1824",373584,"Soda_Lake_Shrub","Open",7,"May","12th",2023,"IMAG1300.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 7:39",1
"1825",373585,"Soda_Lake_Shrub","Mimic",1,"May","12th",2023,"IMAG0735.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 9:26",1
"1826",373586,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0367.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 10:16",1
"1827",373588,"Soda_Lake_Shrub","Mimic",1,"May","12th",2023,"IMAG0736.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Vulpes","macrotis","Kit Fox","Vulpes macrotis","2022-01-19 11:45",1
"1828",373604,"Soda_Lake_Shrub","Shrub",1,"May","12th",2023,"IMAG0579.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-21 5:49",1
"1829",373609,"Soda_Lake_Shrub","Shrub",2,"May","12th",2023,"IMAG0751.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 6:34",1
"1830",373610,"Soda_Lake_Shrub","Shrub",1,"May","12th",2023,"IMAG1327.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 12:19",1
"1831",373638,"Soda_Lake_Open","Mimic",5,"May","20th",2023,"IMAG0372.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 6:05",1
"1832",373639,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG0391.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 6:26",1
"1833",373640,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0094.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 9:10",1
"1834",373641,"Soda_Lake_Shrub","Shrub",2,"May","20th",2023,"IMAG0130.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Lepus","californicus","Black-tailed Jackrabbit","Lepus californicus","2022-01-23 10:55",1
"1835",373642,"Soda_Lake_Open","Open",4,"May","20th",2023,"IMAG0344.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-23 11:29",1
"1836",373680,"Soda_Lake_Shrub","Mimic",1,"May","20th",2023,"IMAG0337.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Lepus","californicus","Black-tailed Jackrabbit","Lepus californicus","2022-01-24 3:48",1
"1837",373681,"Soda_Lake_Open","Open",1,"May","20th",2023,"IMAG1037.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 7:21",1
"1838",373682,"Soda_Lake_Shrub","Open",7,"May","20th",2023,"IMAG0489.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-24 7:58",1
"1839",373714,"Soda_Lake_Open","Open",4,"May","20th",2023,"IMAG1131.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 4:10",1
"1840",373716,"Soda_Lake_Open","Mimic",4,"May","20th",2023,"IMAG1200.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 9:04",1
"1841",373717,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0892.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-25 9:56",1
"1842",373743,"Soda_Lake_Open","Mimic",5,"May","20th",2023,"IMAG1558.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 4:51",1
"1843",373746,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0919.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 10:19",1
"1844",373747,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0921.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 10:31",1
"1845",373748,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG0939.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 11:48",1
"1846",373752,"Soda_Lake_Shrub","Open",4,"May","20th",2023,"IMAG1507.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-26 8:28",1
"1847",373778,"Soda_Lake_Shrub","Open",1,"May","20th",2023,"IMAG1197.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 9:34",1
"1848",373779,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG1442.jpg",1,"Mario Zuliani","Mammalia","Carnivora","Canidae","Vulpes","macrotis","Kit Fox","Vulpes macrotis","2022-01-27 7:40",1
"1849",373780,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG1470.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-27 12:39",1
"1850",373807,"Soda_Lake_Open","Open",4,"May","20th",2023,"IMAG1902.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-28 4:58",1
"1851",373842,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0066.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-29 0:22",1
"1852",373843,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0069.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-29 0:29",1
"1853",373844,"Soda_Lake_Open","Mimic",3,"May","20th",2023,"IMAG0078.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-29 0:52",1
"1854",374054,"Cuyama_1","Mimic",3,"April","30th",2023,"IMAG0483.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-03 8:44",1
"1855",374309,"Cuyama_1","Mimic",4,"April","30th",2023,"IMAG0549.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Perognathus","inornatus","Salinas Pocket Mouse","Perognathus inornatus","2022-01-04 8:13",1
"1856",376270,"Soda_Lake_Open","Mimic",4,"May","4th",2023,"IMAG0361.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-11 10:34",1
"1857",376779,"Cuyama_1","Mimic",4,"May","12th",2023,"IMAG0129.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 4:38",1
"1858",376939,"Cuyama_1","Open",4,"May","12th",2023,"IMAG0431.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 6:22",1
"1859",379456,"Cuyama_3","Mimic",5,"May","12th",2023,"IMAG1887.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 8:33",1
"1860",379556,"Cuyama_3","Open",2,"May","12th",2023,"IMAG0416.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Sylvilagus","audubonii","Desert Cottontail","Sylvilagus audubonii","2022-01-21 3:50",1
"1861",379598,"Cuyama_3","Open",3,"May","12TH",2023,"IMAG1196.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 7:01",1
"1862",379599,"Cuyama_3","Open",2,"May","12th",2023,"IMAG0918.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Sylvilagus","audubonii","Desert Cottontail","Sylvilagus audubonii","2022-01-22 13:44",1
"1863",379609,"Cuyama_3","Shrub",1,"May","12th",2023,"IMAG0292.jpg",1,"Mario Zuliani","Mammalia","Lagomorpha","Leporidae","Sylvilagus","audubonii","Desert Cottontail","Sylvilagus audubonii","2022-01-15 2:43",1
"1864",380522,"Soda_Lake_Open","Mimic",4,"April","30th",2023,"IMAG1894.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-07 11:01",1
"1865",380526,"Soda_Lake_Open","Mimic",4,"April","30th",2023,"IMAG1318.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-10 6:17",1
"1866",381551,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1019.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-18 19:36",1
"1867",381552,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1070.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-18 20:38",1
"1868",381553,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1072.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-18 20:40",1
"1869",381561,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1295.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-19 7:12",1
"1870",381597,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG0383.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-22 11:22",1
"1871",381602,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1065.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-18 20:32",2
"1872",381602,"Soda_Lake_Open","Mimic",3,"May","12th",2023,"IMAG1065.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-18 20:32",2
"1873",381665,"Soda_Lake_Open","Mimic",5,"May","12th",2023,"IMAG0649.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 5:15",1
"1874",381666,"Soda_Lake_Open","Mimic",5,"May","12th",2023,"IMAG1278.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-20 8:25",1
"1875",381671,"Soda_Lake_Shrub","Mimic",1,"April","30th",2023,"IMAG1834.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-09 4:32",1
"1876",382249,"Soda_Lake_Shrub","Open",4,"April","30th",2023,"IMAG0154.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-03 11:22",1
"1877",382250,"Soda_Lake_Shrub","Mimic",5,"April","30th",2023,"IMAG0268.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-04 6:40",1
"1878",382251,"Soda_Lake_Shrub","Mimic",3,"April","30th",2023,"IMAG0295.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-04 18:14",1
"1879",382280,"Soda_Lake_Shrub","Shrub",3,"April","30th",2023,"IMAG0191.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-05 12:58",1
"1880",382281,"Soda_Lake_Shrub","Shrub",1,"April","30th",2023,"IMAG1368.jpg",1,"Mario Zuliani","Aves","Passeriformes","Corvidae","Corvus","corax","Common Raven","Corvus corax","2022-01-07 0:04",1
"1881",385899,"Soda_Lake_Shrub","Shrub",2,"April","30th",2023,"IMAG0058.jpg",1,"Mario Zuliani","Aves","Passeriformes","Laniidae","Lanius","ludovicianus","Loggerhead Shrike","Lanius ludovicianus","2022-01-03 15:59",1
"1882",385900,"Soda_Lake_Shrub","Open",1,"April","30th",2023,"IMAG0977.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-08 6:32",1
"1883",385904,"Soda_Lake_Shrub","Shrub",1,"May","4th",2023,"IMAG0533.jpg",1,"Mario Zuliani","Aves","Passeriformes","Corvidae","Corvus","corax","Common Raven","Corvus corax","2022-01-11 0:25",1
"1884",385918,"Soda_Lake_Shrub","Shrub",2,"April","30th",2023,"IMAG0570.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-10 12:46",1
"1885",386871,"Soda_Lake_Shrub","Shrub",1,"May","12th",2023,"IMAG0032.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-15 4:50",1
"1886",386877,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0104.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-16 5:05",1
"1887",386884,"Soda_Lake_Shrub","Mimic",2,"May","12th",2023,"IMAG0167.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-17 6:47",1
"1888",386895,"Soda_Lake_Shrub","Mimic",5,"May","12th",2023,"IMAG0217.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 5:01",1
"1889",386896,"Soda_Lake_Shrub","Shrub",2,"May","12th",2023,"IMAG0237.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Heteromyidae","Dipodomys","heermanni","Heermann's Kangaroo Rat","Dipodomys heermanni","2022-01-18 12:26",1
"1890",386909,"Soda_Lake_Shrub","Open",1,"May","12th",2023,"IMAG0362.jpg",1,"Mario Zuliani","Mammalia","Rodentia","Sciuridae","Ammospermophilus","nelsoni","Nelson's Antelope Squirrel","Ammospermophilus nelsoni","2022-01-19 4:01",1
